Topic,Sentences
9_github_stable_pr_branch,"this github action is adding a new contributor label and but then it removes that label from the first-time new contributor. why is this happening? if the person is opening up a pr is in fact a first-time contributor, how can i make sure it adds the new contributor label and doesn't remove it? name: Add/Remove Labels on:   pull_request_target:     types: [ opened ]      jobs:   add_new_contributor_label:     if: github.event.action == 'opened'     permissions:       contents: read       pull-requests: write     runs-on: ubuntu-latest     steps:       - uses: actions/github-script@v6         with:           script: |             const creator = context.payload.sender.login             const opts = github.rest.issues.listForRepo.endpoint.merge({               ...context.issue,               creator,               state: 'all'             })             const issues = await github.paginate(opts)             for (const issue of issues) {               if (issue.number === context.issue.number) {                 continue               }               if (issue.pull_request) {                 return // creator is already a contributor               }             }             await github.rest.issues.addLabels({               issue_number: context.issue.number,               owner: context.repo.owner,               repo: context.repo.repo,               labels: ['new contributor']             }) "
9_github_stable_pr_branch,I want to create a GitHub Action to turn my Markdown with PlantUML to GitHub Pages automatically.
9_github_stable_pr_branch,"on github, how can i block merging a pr if tests fail?"
9_github_stable_pr_branch,Could isort be added to .pre-commit-config.yaml?
9_github_stable_pr_branch,"Write a GitHub Action yml file that blocks the PR from merging when there is a label named ""do NOT merge yet"" or ""s: on hold"""
9_github_stable_pr_branch,"How to program a GitHub bot that reacts to ""/format"" messages on a PR by checking out the PR branch, running `prettier -w` and committing and pushing the changes?"
9_github_stable_pr_branch,pre-commit bash windows 
9_github_stable_pr_branch,how can i make github notifications show up in discord
10_the_return_import_from,"# Working set src/config.js: ``` import readline from 'readline'; import createApi from './llm/openai/createApi.js'; import createFakeApi from './llm/fake/createFakeApi.js'; function isDryRun() {   return process.argv.includes(""-d"") || process.argv.includes(""--dry-run""); } function get_model() {   const modelArg = process.argv.find(arg => arg.startsWith('--model='));   if (modelArg) {     return modelArg.split('=')[1];   }   return ""gpt-4""; } async function getApi() {   if (isDryRun()) {     return createFakeApi();   } else {     return await createApi(get_model());   } } const rl = readline.createInterface({   input: process.stdin,   output: process.stdout }); export { getApi, rl, get_model }; ``` src/interactiveSession/saveAndSendPrompt.js: ``` import { printNewText } from './printNewText.js'; import { handleApiResponse } from './handleApiResponse.js'; import { api, rl } from '../config.js'; const saveAndSendPrompt = async (prompt, task) => {   let lastTextLength = 0;   const res = await api.sendMessage(prompt, { onProgress: printNewText(lastTextLength) });   console.log("" x1b[0m"");   const msg = res.text.trim();   console.log("""");   handleApiResponse(msg); } export { saveAndSendPrompt }; ``` src/main.js: ``` #!/usr/bin/env node import { startInteractiveSession } from './interactiveSession/startInteractiveSession.js'; import { api, get_model, rl } from './config.js'; console.log(""Welcome to Junior. Model: "" + get_model() + "" n""); startInteractiveSession(rl, api); export { startInteractiveSession }; ``` # Task Fix the following issue! file:///Users/ko/projects-new/Junior/src/interactiveSession/saveAndSendPrompt.js:3 import { api, rl } from &#39;../config.js&#39;;        ^^^ SyntaxError: The requested module &#39;../config.js&#39; does not provide an export named &#39;api&#39;   at ModuleJob._instantiate api was changed to getApi() in config.js Also fix main.js to use getApi() # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END "
10_the_return_import_from,"# Working set ``` ./src/  .DS_Store  attention/...  backend/...  config.js  doc/...  execute/...  frontend/...  git/...  index.html  interactiveSession/...  llm/...  main.js  prompt/...  startVite.js  vite.config.js  web.js ``` ``` ./src/llm/  openai/... ``` ``` ./src/llm/openai/  createApi.js ``` src/config.js: ``` import readline from 'readline'; import createApi from './llm/openai/createApi.js'; function isDryRun() {   return process.argv.includes(""-d"") || process.argv.includes(""--dry-run""); } function get_model() {   const modelArg = process.argv.find(arg => arg.startsWith('--model='));   if (modelArg) {     return modelArg.split('=')[1];   }   return ""gpt-4""; } async function getApi() {   if (isDryRun()) {     return {       sendMessage: () => { return {id: 42, text: ""DRY RUN, NOT SENT""}}     };   } else {     return await createApi(get_model());   } } const rl = readline.createInterface({   input: process.stdin,   output: process.stdout }); export { getApi, rl, get_model }; ``` src/llm/openai/createApi.js: ``` import fs from 'fs'; import { ChatGPTAPI } from 'chatgpt'; import { getSystemPrompt } from ""../../prompt/getSystemPrompt.js""; export default async function createApi(model) {   let apiKey = process.env.OPENAI_API_KEY;   if (!apiKey) {     if (fs.existsSync('./secret.sh')) {       const secretFileContent = fs.readFileSync('./secret.sh', 'utf-8');       const match = secretFileContent.match(/export OPENAI_API_KEY=( S+)/);       if (match) {         apiKey = match[1];       }     }   }   if (!apiKey) {     throw new Error('OPENAI_API_KEY not found');   }   const systemMessage = await getSystemPrompt();   return new ChatGPTAPI({     debug: true,     apiKey,     systemMessage,     completionParams: {       model,       stream: true,       temperature: 0.5,       max_tokens: 2048,     }   }); } ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! - Every js file should only export a single function! - Use ES6 imports! Requirements: Factor out the dry-run fake api creation from config.js to llm/fake/createFakeApi.js (create dir) In openai/createApi.js, when the api key not found for openai, console.warn and return a fake api instance. # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END "
