,Dominant_Topic_Num,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
155,6,application,0.2326,"health, literacy, long, high, reduce, people, relate, improve, low, find","['Give me some test commands for this\n\nimport click\nimport os\nimport glob\nfrom gptask_cli.conf import run_reload_example_prompts, setup, load_prompts\nfrom gptask_cli.git_checker import is_staged\nfrom gptask_cli.openai_gptask import run\n\ndef check_file_staged_status(file, force):\n    if not force and is_staged(file.name):\n        click.echo(f""File {file.name} has staged changes. Please unstage the file before running gptask."")\n        return False\n    return True\n\ndef _get_path_list(path: str, is_recursive: bool):\n    \n    if(""*"" in path):\n        return glob.glob(path, recursive=True)\n    elif os.path.isfile(path):\n        return [path]\n    elif(path[-1] == ""/""):\n        path = path[:-1]\n    \n    # Recurse (or don\'t) through directory\n    return glob.glob(path + ""/**/*"" if is_recursive else path + ""/*"", recursive=True)\n\ndef _get_files_from_paths(path_list: list[str]):\n    return [f for f in path_list if os.path.isfile(f)]\n\ndef _get_file_list (file_path: str, is_recursive: bool):\n    paths = _get_path_list(file_path, is_recursive)\n    return _get_files_from_paths(paths)\n\ndef _get_file_contents_to_process(file_path: str, is_recursive: bool):\n    file_list = _get_file_list(file_path, is_recursive)\n    return [open(f, \'r\') for f in file_list]\n\ndef get_prompt_contents(prompt, all_prompts):\n    if("".gptask"" in prompt):\n        return all_prompts[prompt[:-7]]\n    else:\n        return all_prompts[prompt]\n\n@click.command()\n@click.version_option()\n@click.option(\'-p\', \'--prompt\', help=\'Prompts in ~/.gptask/prompts\')\n@click.option(\'-f\', \'--force\', is_flag=True, help=\'Force execution even if conditions are not met\')\n@click.option(\'-r\', \'--recursive\', is_flag=True, help=\'If true and file_path is a directory, files will be recursively prompted instead of just the top level\')\n@click.option(\'-l\', \'--print-files\', is_flag=True, help=\'Prints the files to be processed\')\n@click.option(\'-a\', \'--print-prompts\', is_flag=True, help=\'Prints all available prompts\')\n@click.option(\'-g\', \'--reload-example-prompts\', is_flag=True, help=\'Reloads example prompts\')\n@click.argument(\'file_path\', type=click.STRING, required=True, help=""File, glob pattern, or directory (if using -r flag) to be processed"")\ndef main(prompt, force, print_files, recursive, print_prompts,reload_example_prompts, file_path):\n\n    setup()\n    if reload_example_prompts:\n        run_reload_example_prompts()\n        return\n    \n    if print_files:\n        click.echo(""Files to be processed:"")\n        files_to_print = _get_file_list(file_path, recursive)\n        for file in files_to_print:\n            click.echo(f""  {file}"")\n        return\n\n    all_prompts = load_prompts()\n    if print_prompts:\n        click.echo(""Available prompts:"")\n        all_prompts = load_prompts()\n        for key in all_prompts.keys():\n            click.echo(f""  {key}"")\n        return\n\n    files_to_process = _get_file_contents_to_process(file_path, recursive)\n    if not files_to_process or len(files_to_process) == 0:\n        click.echo(f""No files found for path/pattern/directory: {file_path}"")\n        return\n\n    if not all(check_file_staged_status(f, force) for f in files_to_process):\n        return\n\n    click.echo(f""The following files will be processed: {[f.name for f in files_to_process]}"")\n    if not click.confirm(""Do you want to continue?"", default=True):\n        return\n\n    if prompt not in all_prompts:\n        if prompt is not None:\n            click.echo(f""Prompt {prompt} not found"")\n        click.echo(""Available prompts:"")\n        for key in all_prompts.keys():\n            click.echo(f""  {key}"")\n        return\n\n    prompt_contents = get_prompt_contents(prompt, all_prompts)\n\n    for file in files_to_process:\n        click.echo(f""Using GPT-4 to format (This may take a while): {file.name}"")\n        file_contents = file.read()\n        res = run(prompt_contents, file.name, file_contents)\n        with open(file.name, \'w\') as f:\n            f.write(res)\n        file.close()\n\nif __name__ == \'__main__\':\n    main()']"
156,4,app,0.6943,"string, public, web, object, table, key, set, request, context, base","[""Are there any risks / trade-offs involved with setting SO_REUSEADDR on outgoing TCP connection sockets underlying an HTTP client? I've used that socket option for incoming connections but never for outgoing.""]"
157,4,app,0.3078,"string, public, web, object, table, key, set, request, context, base","['I got an error when I start my test in spring boot application. This is my test code:\n\n@Test\n    public void deserializerTest() throws JsonProcessingException {\n        // given\n        // create data and serialization\n        Point location = new Point(35.17, 15.36);\n        StoreSqsDto sendingStoreSqsDto = new StoreSqsDto(""storeId123"", ""good pizza"", FoodKind.PIZZA, ""0100001010"", ""somewhere"", ""room102"", location, ""Hello. We are good pizza."", false);\n        JSONObject jsonObject = new JSONObject();\n        JSONObject sendingData = new JSONObject(sendingStoreSqsDto);\n        jsonObject.put(""dataType"", ""store"");\n        jsonObject.put(""method"", ""create"");\n        jsonObject.put(""data"", sendingData);\n\n        // when\n        // deserialization\n        String receivedData = jsonObject.get(""data"").toString();\n        ObjectMapper objectMapper = new ObjectMapper();\n        StoreSqsDto receivedStoreSqsDto = objectMapper.readValue(receivedData, StoreSqsDto.class);\n\n        // then\n        assertThat(receivedStoreSqsDto.getStoreId()).isEqualTo(sendingStoreSqsDto.getStoreId());\n        assertThat(receivedStoreSqsDto.getLocation()).isEqualTo(sendingStoreSqsDto.getLocation());\n    }\n\n\nAnd this is StoreSqsDto.class:  \n\npackage msa.customer.dto.store;\n\nimport lombok.Getter;\nimport lombok.NoArgsConstructor;\nimport lombok.Setter;\nimport msa.customer.entity.store.FoodKind;\nimport org.springframework.data.geo.Point;\n\n@Getter\n@Setter\n@NoArgsConstructor\npublic class StoreSqsDto {\n    private String storeId;\n    private String name;\n    private FoodKind foodKind;\n    private String phoneNumber;\n    private String address;\n    private String addressDetail;\n    private Point location;\n    private String introduction;\n    private Boolean open;\n\n    public StoreSqsDto(String storeId, String name, FoodKind foodKind, String phoneNumber, String address, String addressDetail, Point location, String introduction, Boolean open) {\n        this.storeId = storeId;\n        this.name = name;\n        this.foodKind = foodKind;\n        this.phoneNumber = phoneNumber;\n        this.address = address;\n        this.addressDetail = addressDetail;\n        this.location = location;\n        this.introduction = introduction;\n        this.open = open;\n    }\n}\n\nWhen I start to run the test, I got this error log:\n\nCannot construct instance of `org.springframework.data.geo.Point` (no Creators, like default constructor, exist): cannot deserialize from Object value (no delegate- or property-based Creator)\n\nWhat is the reason of this? And how can I fix that?']"
158,4,app,0.4426,"string, public, web, object, table, key, set, request, context, base",['how to get the first 20 rows from a django model?']
159,8,askgpt,0.1783,"react, style, return, component, page, comm, false, command, user, display","['How can I represent the following JSON response as a Python 3 dataclass model?\n\n""data"": [\n{\n""email"": ""user1@nylas.com"",\n""time_slots"": [\n{\n""start_time"": 1690898400,\n""end_time"": 1690902000,\n""status"": ""busy"",\n""object"": ""time_slot""\n},\n{\n""start_time"": 1691064000,\n""end_time"": 1691067600,\n""status"": ""busy"",\n""object"": ""time_slot""\n}],\n""object"": ""free_busy""\n},\n{\n""email"": ""user2@nylas.com"",\n""error"": ""Unable to resolve e-mail address user2@nylas.com to an Active Directory object."",\n""object"": ""error""\n}]']"
160,11,audiofile,0.5398,"number, string, option, param, time, return, secret, counter, base, element","['what is the difference between u""abc"" and U""abc"" in Python?']"
161,14,axio,0.4053,"code, add, user, write, task, file, image, require, follow, complete","['In older Fortran codes, one often uses the following syntax when passing an array into a subroutine ""f"" that expects an array:\n\ncall f(A(10))\n\nAnd the meaning of this syntax is that it passes an array section A(10:), that is, it is a pointer to element number 10, and inside the subroutine ""f"", it behaves like an array.']"
162,3,api,0.217,"model, label, shape, definition, disease, precision, def, config, order, dtype","['hey there!\nquick question on working with the jira api, possibly even in python.\nis there a way to check is i have permissions to create a ticket on a given board programatically?']"
163,9,async,0.6359,"file, model, build, version, make, datum, create, usr_gem, analysis, data","['how can the following documentation be improved\n\n### Available Categorization AI Models\n\nWhen using `build_categorization_ai_pipeline`, you can select which Image Module and/or Text Module to use for \nclassification. At least one between the Image Model or the Text Model must be specified. Both can also be used \nat the same time.\nThe list of available Categorization Models is implemented as an Enum containing the following elements:\n.. literalinclude:: /sdk/boilerplates/test_document_categorization.py\n   :language: python\n   :start-after: Start Models\n   :end-before: End Models\n   :dedent: 4']"
164,14,axio,0.3469,"code, add, user, write, task, file, image, require, follow, complete","[""how can the documentation can be improved?\n\n## File Splitting \n\nYou can train your own File Splitting AI on the data from any Project of your choice. For that purpose, there are \nseveral tools in the SDK that enable processing Documents that consist of multiple files and propose splitting them \ninto the Sub-Documents accordingly:\n\n- A Context Aware File Splitting Model uses a simple hands-on logic based on scanning Category's Documents and finding\nstrings exclusive for first Pages of all Documents within the Category. Upon predicting whether a Page is a potential\nsplitting point (meaning whether it is first or not), we compare Page's contents to these exclusive first-page strings;\nif there is occurrence of at least one such string, we mark a Page to be first (thus meaning it is a splitting point).\nAn instance of the Context Aware File Splitting Model can be used to initially build a File Splitting pipeline and can\nlater be replaced with more complex solutions.\n\n  A Context Aware File Splitting Model instance can be used with an interface provided by Splitting AI – this class\naccepts a whole Document instead of a single Page and proposes splitting points or splits the original Documents.\n\n\n- A Multimodal File Splitting Model is a model that uses an approach that takes both visual and textual parts of the\nPages and processes them independently via the combined VGG19 architecture (simplified) and LegalBERT, passing the\nresulting outputs together to a Multi-Layered Perceptron. Model's output is also a prediction of a Page being first or\nnon-first.\n\nFor developing a custom File Splitting approach, we propose an abstract class `AbstractFileSplittingModel`.""]"
165,1,add,0.4192,"error, run, extension, head, install, treturn, open, code, main, window",['Can you provide me with a modern looking CSS file for a single static webpage']
166,8,askgpt,0.8488,"react, style, return, component, page, comm, false, command, user, display","['explain this docker entrypoint: \n\n#!/bin/bash\nset -eo pipefail\n\n# if command does not start with mongo-express, run the command instead of the entrypoint\nif [ ""${1}"" != ""mongo-express"" ]; then\n    exec ""$@""\nfi\n\nfunction wait_tcp_port {\n    local host=""$1"" port=""$2""\n    local max_tries=5 tries=1\n\n    # see  for description of this syntax.\n    while ! exec 6<>/dev/tcp/$host/$port && [[ $tries -lt $max_tries ]]; do\n        sleep 1s\n        tries=$(( tries + 1 ))\n        echo ""$(date) retrying to connect to $host:$port ($tries/$max_tries)""\n    done\n    exec 6>&-\n}\n\n\n# TODO: Using ME_CONFIG_MONGODB_SERVER is going to be deprecated, a way to parse connection string\n# is required for checking port health\n\n# if ME_CONFIG_MONGODB_SERVER has a comma in it, we\'re pointing to a replica set (\n# if [[ ""$ME_CONFIG_MONGODB_SERVER"" != *,*  ]]; then\n# \t# wait for the mongo server to be available\n# \techo Waiting for ${ME_CONFIG_MONGODB_SERVER}:${ME_CONFIG_MONGODB_PORT:-27017}...\n# \twait_tcp_port ""${ME_CONFIG_MONGODB_SERVER}"" ""${ME_CONFIG_MONGODB_PORT:-27017}""\n# fi\n\n# run mongo-express\nexec node app']"
